model,test_season_start,accuracy,auc,brier,log_loss,n_games,features
Hist Gradient Boosting,2022,0.9810606060606061,0.9995408631772269,0.010298256591287283,0.031225937600211463,132,"off_eff_advantage,def_eff_advantage,net_efficiency_edge,tempo_difference,overall_rating_diff,efficiency_differential_diff,seed_diff,a_adj_off_eff,a_adj_def_eff,a_adj_em,b_adj_off_eff,b_adj_def_eff,b_adj_em"
